Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-05-14T04:00:00.000Z,2.8499999046,2.9100000858,2.7699999809,2.8499999046,694200,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-05-15T04:00:00.000Z,2.8499999046,2.8599998951,2.7599999905,2.8499999046,429300,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-05-18T04:00:00.000Z,2.8599998951,2.8800001144,2.7149999142,2.7999999523,338100,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-05-19T04:00:00.000Z,2.7899999619,2.8299999237,2.75,2.7999999523,430500,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-05-20T04:00:00.000Z,2.8599998951,2.8599998951,2.6300001144,2.6300001144,758400,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-05-21T04:00:00.000Z,2.6099998951,2.7049999237,2.5299999714,2.6700000763,881500,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-05-22T04:00:00.000Z,2.4200000763,2.4900000095,1.9450000525,2.2300000191,3726700,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-05-26T04:00:00.000Z,2.25,2.3699998856,1.8650000095,2.2000000477,2743100,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-05-27T04:00:00.000Z,2.0999999046,2.1199998856,1.9650000334,2.0499999523,1487700,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-05-28T04:00:00.000Z,2.0299999714,2.0750000477,1.9500000477,1.9500000477,562000,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-05-29T04:00:00.000Z,1.9700000286,2.0850000381,1.8600000143,1.9500000477,1016800,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-01T04:00:00.000Z,1.9700000286,2.0499999523,1.8999999762,2.0299999714,755400,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-02T04:00:00.000Z,2.0599999428,2.2200000286,2.0450000763,2.0999999046,1296800,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-03T04:00:00.000Z,2.1199998856,2.1199998856,1.9099999666,1.9500000477,627200,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-04T04:00:00.000Z,1.9600000381,2.0750000477,1.9600000381,2.0299999714,597800,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-05T04:00:00.000Z,2.0,2.0599999428,1.9049999714,1.9299999475,842600,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-08T04:00:00.000Z,1.9500000477,1.9500000477,1.8099999428,1.8300000429,404100,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-09T04:00:00.000Z,1.8700000048,1.9199999571,1.7999999523,1.8600000143,482800,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-10T04:00:00.000Z,1.8400000334,1.9600000381,1.8300000429,1.8799999952,349700,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-11T04:00:00.000Z,1.8799999952,2.0150001049,1.8799999952,1.9700000286,693500,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-12T04:00:00.000Z,1.9800000191,2.0699999332,1.8500000238,1.8600000143,744100,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-15T04:00:00.000Z,1.8899999857,1.9199999571,1.7749999762,1.7799999714,325600,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-16T04:00:00.000Z,1.7799999714,1.8099999428,1.7100000381,1.7300000191,416200,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-17T04:00:00.000Z,1.7200000286,1.7319999933,1.5399999619,1.5449999571,508900,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-18T04:00:00.000Z,1.5599999428,1.5750000477,1.4199999571,1.4249999523,437100,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-22T04:00:00.000Z,1.4099999666,1.6449999809,1.2799999714,1.5650000572,1285600,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-23T04:00:00.000Z,1.4900000095,1.5700000525,1.4199999571,1.4700000286,462800,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-24T04:00:00.000Z,1.4400000572,1.4800000191,1.3400000334,1.3999999762,785700,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-25T04:00:00.000Z,1.3899999857,1.3949999809,1.3200000525,1.3200000525,367600,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-26T04:00:00.000Z,1.3099999428,1.4349999428,1.3099999428,1.4199999571,608100,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-29T04:00:00.000Z,1.4400000572,1.5049999952,1.4099999666,1.4400000572,442300,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-06-30T04:00:00.000Z,1.4500000477,1.5700000525,1.3999999762,1.4800000191,571300,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-01T04:00:00.000Z,1.4800000191,1.7899999619,1.4800000191,1.7000000477,827700,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-02T04:00:00.000Z,1.7100000381,1.7400000095,1.5099999905,1.5399999619,343100,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-06T04:00:00.000Z,1.5599999428,1.6699999571,1.5599999428,1.6299999952,183800,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-07T04:00:00.000Z,1.6200000048,1.6299999952,1.5299999714,1.5599999428,335100,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-08T04:00:00.000Z,1.5700000525,1.6900000572,1.5700000525,1.6499999762,391600,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-09T04:00:00.000Z,1.6100000143,1.6549999714,1.5800000429,1.6399999857,257900,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-10T04:00:00.000Z,1.6299999952,1.7250000238,1.6100000143,1.7100000381,136500,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-13T04:00:00.000Z,1.7000000477,1.7350000143,1.6599999666,1.7100000381,75900,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-14T04:00:00.000Z,1.6799999475,1.7150000334,1.6699999571,1.6699999571,66700,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-15T04:00:00.000Z,1.7200000286,1.8500000238,1.7200000286,1.8400000334,167500,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-16T04:00:00.000Z,1.7899999619,1.8200000525,1.6900000572,1.6900000572,298100,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-17T04:00:00.000Z,1.6399999857,1.7100000381,1.6399999857,1.6799999475,414500,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-20T04:00:00.000Z,1.6299999952,1.7450000048,1.6299999952,1.6799999475,256000,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-21T04:00:00.000Z,1.6640000343,1.8450000286,1.6200000048,1.8300000429,238900,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-22T04:00:00.000Z,1.8099999428,1.8799999952,1.7400000095,1.8500000238,136100,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-23T04:00:00.000Z,1.8500000238,1.9900000095,1.8400000334,1.9199999571,196500,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-24T04:00:00.000Z,1.9099999666,1.9500000477,1.8600000143,1.9299999475,90300,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-27T04:00:00.000Z,1.9600000381,2.2290000916,1.9400000572,1.9700000286,654000,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-28T04:00:00.000Z,2.0299999714,2.0559999943,1.9299999475,1.9600000381,128100,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-29T04:00:00.000Z,1.9800000191,1.9800000191,1.8799999952,1.9400000572,183700,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-30T04:00:00.000Z,1.9509999752,2.0999999046,1.7400000095,1.8300000429,474900,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-07-31T04:00:00.000Z,1.8099999428,1.9600000381,1.8099999428,1.8400000334,113700,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-03T04:00:00.000Z,1.8300000429,1.9609999657,1.8300000429,1.9199999571,115400,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-04T04:00:00.000Z,1.8999999762,2.0009999275,1.8999999762,1.9900000095,100100,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-05T04:00:00.000Z,2.0,2.125,1.8949999809,2.0899999142,244500,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-06T04:00:00.000Z,2.1099998951,2.118999958,2.0299999714,2.1099998951,66500,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-07T04:00:00.000Z,2.0550000668,2.2000000477,2.0550000668,2.1800000668,157400,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-10T04:00:00.000Z,2.1400001049,2.3800001144,2.1400001049,2.2699999809,262300,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-11T04:00:00.000Z,2.2400000095,2.2699999809,2.1700000763,2.2100000381,90900,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-12T04:00:00.000Z,2.2349998951,2.2699999809,2.1749999523,2.25,120000,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-13T04:00:00.000Z,2.25,2.3599998951,2.1949999332,2.2000000477,138700,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-14T04:00:00.000Z,2.1849999428,2.2599999905,2.1400001049,2.2400000095,93600,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-17T04:00:00.000Z,2.25,2.2699999809,2.1849999428,2.2100000381,129000,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-18T04:00:00.000Z,2.25,2.2660000324,2.2000000477,2.2100000381,54800,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-19T04:00:00.000Z,2.2200000286,2.3900001049,2.2100000381,2.3900001049,128200,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-20T04:00:00.000Z,2.3650000095,2.3650000095,2.2599999905,2.2699999809,70600,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-21T04:00:00.000Z,2.2999999523,2.3499999046,2.2590000629,2.2899999619,314200,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-24T04:00:00.000Z,2.2630000114,2.4800000191,2.1800000668,2.3499999046,692400,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-25T04:00:00.000Z,2.3499999046,2.4300000668,2.3399999142,2.4249999523,98200,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-26T04:00:00.000Z,2.3699998856,2.4300000668,2.3599998951,2.4000000954,110600,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-27T04:00:00.000Z,2.3499999046,2.3699998856,2.2850000858,2.3199999332,156400,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
2026-08-28T04:00:00.000Z,,,,,293206,0.0,0.0,SY,Sybase,"Sybase, Inc.",USD
